id,text
8824,畐
8783,
9049,乗客
9036,初耳
3895,飲み放題
3906,映す
5501,美味しい
7540,見返す
7640,情けない
7544,伝
7754,整える
3893,不器用
3901,輪ゴム
3898,人殺し
3899,殺人者
3896,食べ放題
3575,好む
3900,指輪
3905,練習する
3904,暗記する
3596,映画館
3902,整理する
7697,放つ
3637,お願いします
3690,願望
3686,骨折
3728,骨
941,勇
949,法
867,福
957,築
3759,春
3760,春休み
3943,寺
2083,丈
3754,岩
3784,英語
3785,英会話
3786,英文
3787,英国
3788,英和
3778,猫
3779,子猫
3755,帰る
3699,人格
3700,合格する
3701,性格
3702,格好
3703,骨格
3767,晴れる
8707,晴れ
3763,昼
8670,昼休み
3777,浅い
3764,晩
3765,今晩は
3766,毎晩
3793,軍人
3794,海軍
7542,軍
3675,念願
3676,残念
3795,飯
3796,ご飯
3739,勇気
3746,坂
7543,列
3743,単に
3744,単語
3747,変
3748,変人
3749,変化
3750,変死
3751,大変
3752,事変
3932,変事
5983,変える
3756,建てる
3681,技
3682,技能
3683,特技
3753,夫
3745,上司
3761,昨今
3762,昨日
8751,昨年
7277,丈夫
7278,丈
7280,頑丈
3616,福島
3740,区
3741,区分
3742,地区
3780,秋
3729,仏
3730,仏教
3731,大仏
6809,〜匹
6810,四匹
3768,毒
3769,中毒
3770,有毒
3771,食中毒
3772,毒ガス
3789,時計
3790,合計
3791,計画
3792,計算
3732,信じる
3733,自信
3734,信号
3735,信心
3736,信用
3737,不信
3738,返信
3757,建築
3781,新築
3758,式
3776,泣く
3584,待合室
3808,仏像
970,急
989,危
961,曜
962,書
965,係
972,箱
968,守
971,真
975,典
978,治
981,辞
985,政
991,専
992,冒
249,谷
994,阪
248,付
250,面
980,笑
421,壴
967,品
973,荷
964,門
969,幸
982,関
988,険
990,存
993,冗
984,弁
987,証
986,留
7469,自動車
9230,ふわふわ
966,取
3910,自動的
3911,基本的
3912,折り目
3914,卒業式
3915,不完全
3917,折り紙
3920,希望する
3922,妥協する
3928,不合格
3929,卒業する
3931,固める
7587,記念日
7755,折れる
8728,支払い
8784,
8947,帰す
3720,約束する
3930,残す
3907,料理人
5927,払う
3782,世紀
3783,紀元後
9167,田んぼ
9238,上手い
9241,正月
9240,教わる
9243,行
9239,悪化
3726,芸術
3727,美術
3908,芸術家
3916,美術館
3921,技術
3773,方法
3774,文法
3775,不法
979,浴
977,府
974,面
3869,入門
7756,門
960,園
963,遠
3948,曜日
9261,下る
9245,空く
9244,疑う
9141,生ビール
392,缶
3691,取材
3817,取る
4073,取れる
3868,遠い
8818,遠足
3818,下品
3819,作品
3820,品
3821,新品
3822,商品
8671,食料品
3843,書く
3879,図書館
7476,教科書
3824,公園
3825,園
7586,動物園
9249,下りる
9250,去る
9169,三日月
1898,缶
3858,ゴミ箱
3859,箱
3830,真実
3853,写真
3854,真っ黒
3809,古典的
3810,仏典
3811,字典
3812,事典
3799,仮面
3873,前面
3874,地面
3875,外面
3876,画面
3878,面白い
7491,顔面
7641,場面
3860,荷物
8806,荷札
3835,弁当
3836,東京弁
3837,〜弁
3856,笑う
3857,笑顔
3801,保守的
3828,守る
3838,急ぐ
3839,急に
3840,急死
3841,急行
3851,特急
7545,急
3849,浴びる
3850,日光浴
3834,政府
3802,保存
3826,存じる
3827,生存
3804,保険
3865,辞書
3866,辞める
3867,お世辞
7642,辞典
3829,留守
3852,留学
3842,政治
3846,全治
3847,不治
3848,明治
8708,治安
3814,冗談
3831,専門
6825,缶ビール
6827,空き缶
9281,行列
9258,明かり
9256,代金
9255,三十代
3805,保証
3861,証
3862,証人
3863,証言
3947,証明
3815,危険
3816,危ない
253,吉
422,兑
252,無
255,苟
1004,敗
1016,渉
3941,願い事
999,側
1011,常
1012,識
1014,干
1022,署
209,非
1007,梅
1020,底
254,虍
1000,兵
996,細
1003,席
1005,果
1018,官
1010,因
251,楽
995,原
1006,栄
3934,紀元前
3935,朝ご飯
3938,泣き声
3940,昼ご飯
3994,建つ
3995,建物
976,喜
1002,塩
998,鼻
1001,堂
1015,是
1024,恋
1021,愛
1025,覚
1027,幻
7150,不味い
7589,勇む
7701,相変わらず
8709,一昨日
9087,青春
1412,詳
9231,ペラペラ
8825,祭
3937,泣き虫
3845,治す
3996,建前
7588,変わる
3933,建築家
3939,晩ご飯
3813,冒険
3870,関する
3871,関係
3951,関西
4374,関心
3872,阪神
3952,大阪
3832,不幸
3833,幸せ
3855,幸福
7698,幸運
9237,立場
9264,毛皮
9262,問い合わせる
1026,説
1019,察
1023,警
997,薬
3823,喜ぶ
837,悲
1013,非
1008,無
1009,結
1017,虚
1569,劇
3965,原子
3966,原作
9278,仕組み
9269,受け入れる
9270,手軽
4005,敗れる
4006,失敗
4007,勝敗
4008,敗者
4046,鼻
4047,鼻くそ
4048,鼻先
4049,鼻歌
4050,鼻血
4028,薬
4029,薬学
4030,薬方
4031,薬物
4032,薬用
3960,兵員
3961,兵器
3962,兵士
3963,米兵
4347,水兵
7546,兵
3953,右側
3954,左側
3955,内側
3956,外側
3957,両側
3958,東側
3959,西側
7548,側
4025,細い
4010,果物
7759,果てる
4018,無力
4019,無休
4020,無名
4021,無事
4022,無知
4023,無茶
4024,無料
7547,無理
7590,無し
7644,無言
3971,塩
3972,塩水
3973,塩味
3982,常に
3983,日常
3797,悲しむ
4011,結果
4026,結局
7643,完結
4015,梅
4016,梅酒
4071,取り出す
4070,切り取る
9279,受け取る
9274,明らか
9276,生じる
3970,食堂
4045,非常
3978,席
3979,欠席
3980,出席
3981,空席
4012,栄える
4013,光栄
4014,栄光
3964,原因
3967,内因
3968,主因
3984,常識
4042,知識
4043,意識
3999,愛
4000,愛国心
4002,自愛
4004,愛知県
7700,愛する
7757,愛人
8672,愛情
3985,干す
3986,干天
4009,是非
4033,虚栄心
4034,虚弱
7758,虚しい
4027,署名
3991,底
3992,心底
3993,川底
3988,幻
3990,幻想
4037,説明
4038,小説
4039,伝説
4040,仮説
4041,図説
3976,察する
3977,察知
3989,幻覚
4036,感覚
5806,劇
5807,喜劇
5808,悲劇
5809,劇的
5811,劇場
5812,歌劇
3997,恋
3998,失恋
4001,恋愛
257,尭
258,先
4361,火曜日
260,幸
1028,訓
1030,弓
1037,等
1047,禅
1055,喫
1032,種
1034,類
1038,汽
1056,煙
7151,大丈夫
8838,喉
259,曽
256,昔
262,凶
1031,告
1049,可
1053,句
1051,枚
415,午
261,争
1041,座
7645,固まる
7699,遠く
1042,忘
4052,大阪弁
4054,土曜日
4055,日曜日
4058,水曜日
4061,手荷物
4063,笑い
4093,お守り
4099,駅弁
4104,下書き
4105,書き入れる
4142,落書き
4143,葉書
8807,品物
8839,叩
8927,治る
8990,苛
9021,関わる
9035,初恋
1054,禁
9246,繋
7702,子守歌
7704,辞書形
8673,幸い
9232,ドキドキ
4053,関西弁
4056,月曜日
4059,留学生
4060,お笑い
8840,飴
4051,上品
4107,書き直す
4094,留守番
4057,木曜日
4362,金曜日
4062,証明書
4106,書き方
4044,警察
3987,干渉
4017,交渉
5365,詳しい
5366,詳細
5367,不詳
3974,官金
3975,外交官
9301,世話
9282,十分
9287,〜ヶ月
9286,一ヶ月
9288,明後日
9302,首相
9293,水泳
9294,重ねる
9300,十分間
9306,一ヶ所
1088,比
4217,比べる
4218,比例
4219,対比
1880,辛
6790,辛い
6792,辛子
8812,辛口
1039,借
1040,焼
1043,洗
9247,繋がる
8997,苛める
4081,告白
4082,告げる
4083,広告
4084,予告
7592,警告
1046,僧
4135,訓練
4144,訓読み
4145,教訓
4100,弓
4101,弓道
1033,達
1035,報
1052,静
4351,汽車
4352,汽船
4130,人種
4131,等しい
4132,等号
4133,一等
7703,高等
7760,対等
4064,借用
4065,借りる
4066,借金
4067,借家
4158,人類
4159,分類
4160,種類
4161,親類
4355,書類
4115,焼く
4116,日焼け
4117,焼き鳥
4118,焼き肉
4119,夕焼け
1926,疲
